Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91268195,18.43476288,18.07203635,17.22312003,16.39047353,14.99426012,13.94231166,11.98835603,11.71731273
American Samoa,ASM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,4.970872496,4.494591494,3.57760157,3.070102067,2.958127773,2.699248208,2.679306905,2.037322575,2.12784596,1.871292967,1.90907866,1.767733298,1.706301622,1.780633096,1.779934031,1.802590389,1.745364956,1.576539781,1.643078029,1.615363486,1.719024634,1.666480089,1.667681777,1.59689853,1.613380836,1.730920535,1.748065754,1.609973946,1.756335988,1.652115213,1.6058909,1.547636104,1.491637243,1.633408459,1.933181839,1.898847481,2.017298294,1.655760636,1.612326721,1.56801881,1.793598652,1.736552504,1.760078444,2.136280119
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.209131877,3.182262326,3.053400782,3.263666646,3.349149777,3.021633065,3.392159576,3.243344481,3.038954458,3.061400552,3.119068182,3.503359969,3.948012139,2.888533759,3.062114492,2.883330027,2.726734442,2.201100136,2.338630424,2.291720397,2.197568265,2.276542366,2.254748049,2.278906495,2.216223655,2.372644114,2.403122994,2.704424891,2.458345956,2.121596985,1.897969113
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,5.106318914,4.410135604,4.41461438,4.288925793,4.326402537,3.966934702,3.646038873,3.412209287,3.582349704,3.135164806,3.226962897,3.197493224,3.048461328,3.01155485,3.097119874,2.811281994,2.453334563,2.204440796,2.371545895,2.158596332,1.982470995,1.905483443,1.793343924,1.722217322,1.647300213,1.670703396,1.562774411,1.491931898,1.476474393,1.259399635,1.303189459,1.41639156,1.342223027,1.146817768,1.267327672,1.401914934,1.34855139,1.254721216,1.200740564,1.129790194,1.110316479,1.210593152,1.13438306,1.085623332,1.170931033
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.50068213,30.48278443,26.05962532,27.10955414,32.3456632,25.3444559,24.96157506,20.12791692,18.14799744,18.3995126,16.08486467,14.83745955,13.95463918,12.42566291,10.98801904,9.147534438,7.091037117,6.540082157,5.570891841,6.121933065,5.544566113,5.076225951,5.139769508,5.36626448,5.319406718,6.177638838,5.605111775,5.607369011,5.212380762,5.69538025,6.92578715
Burundi,BDI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,65.33139351,64.76177131,60.77312761,63.31363862,61.03422277,61.30360423,59.47548325,55.58015512,53.96401695,53.8322492,57.57193562,58.14259605,52.61267683,53.48218721,54.65985733,55.95197095,52.51958805,50.55635032,48.21563002,47.12209253,51.05685018,48.59791032,48.00452171,47.16981169,40.73232545,42.02269313,53.38092151,42.42186415,44.53870405,47.63530413,44.10704011,43.84314206,43.33361124,42.8412837,41.90260497,40.84812339,40.63768227,34.93417192,38.0048233,36.72136414,38.43054529,36.704576,35.4205377,38.3671082,34.95819234,30.68083011,31.54433409,28.54664701,29.01190049,28.89755838,28.45453163
Belgium,BEL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.306623478,1.32831141,1.340821012,1.255675473,1.076235331,1.17600528,1.109350298,1.033134143,1.029444503,1.022910541,0.840639974,0.907269381,0.88752394,0.712338067,0.645274319,0.765104157,0.64803422,0.781226735,0.681174913,0.637835968,0.68641478,0.628433476,0.66509366,0.565349487,0.626060684,0.719008442
Benin,BEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,46.15772309,46.19378573,44.70927268,43.71836971,45.52815226,44.61942503,45.14781983,42.0810132,38.868069,38.49666283,36.32785238,34.35773601,34.23102234,33.62392031,31.53369577,30.53866655,33.19650626,31.85508538,34.54214391,34.99288604,35.43268847,32.66465235,32.50119968,33.1576443,33.31156053,31.54554889,33.67105902,33.27995076,34.38009319,37.85688479,34.65494536,35.0437735,33.94190414,34.1194608,32.29399457,33.09015959,35.70530039,35.78193016,36.57664979,24.53433491,23.54123399,25.04816274,25.38272928,24.45398374,26.52084928,26.6894285,26.63180343,26.97108697,26.82615619,26.97895538,25.8411355,25.79700083,25.76897583,25.27540464,25.61845297,26.39208509,27.7536355,28.48901653,28.08726564,26.87580163,27.10917504
Burkina Faso,BFA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,38.48453334,38.30700833,37.85878292,38.49363408,38.68111026,35.41478443,36.26719737,33.41198115,31.59393267,32.01766365,30.51186979,30.59941113,31.90210367,29.39852092,30.82462345,28.86615892,29.01546487,28.42248651,30.12059514,29.37995092,28.44634498,29.80398029,27.5193113,27.61483086,28.4988398,33.90416781,29.36042761,27.81632517,28.54669613,27.62770832,27.95002227,29.79326533,28.80981128,30.23105157,32.94777027,33.21721709,36.37917327,33.7387787,36.56355608,27.25228666,24.91403646,26.92043043,26.37244848,25.96097682,23.38143845,26.77091903,25.22897616,21.83948741,27.31428025,23.20484713,24.14338662,23.04365045,23.75600502,23.64109279,23.69377277,22.63307521,21.71471783,20.58558722,23.06949979,20.17366478,20.42551619
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,57.47431238,57.98823595,57.01857402,57.14666817,53.35683665,52.81869477,53.94737058,55.85247837,53.55573997,55.41281892,54.56149999,51.03131121,59.609906,56.638853,56.63655312,61.95413913,51.91445693,48.89805693,54.2503083,52.45201206,32.82389185,31.95151692,31.44169633,31.04603046,34.69863208,33.00673157,32.36915289,32.66390093,31.3191778,30.56164284,30.4898331,31.67702324,30.51752524,27.32108582,26.72553755,27.3043698,23.26620805,23.24614375,22.58741576,22.65841112,22.71814808,21.84834058,20.58413442,19.8127183,19.26695957,18.57103955,18.03401651,17.80653678,17.59569554,17.10462905,17.00118126,16.80998676,16.17756317,15.493278,15.3516209,14.78299644,14.04554622,13.413466,13.0743171,12.68027164,12.64514989
Bulgaria,BGR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,14.41859563,16.62556618,17.17781684,14.47948321,15.81262294,11.86858228,12.91954985,11.79618574,11.45935204,10.94185835,17.74596502,15.39056743,11.61802789,9.93442623,11.49162861,9.218313712,9.592564177,20.47684372,13.41156528,12.95862641,10.97048275,10.60325324,9.710569628,9.095627254,8.452184761,7.283685884,6.096284921,4.654687763,5.874199629,4.235785718,4.009614732,4.641635001,4.407191625,4.482073971,4.522734187,4.02320785,4.024008471,4.034631896,3.370009597,3.236492593,3.413287044
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,0.984370952,1.012347573,1.057776481,1.153517516,1.116785836,1.194377686,1.368720049,1.342504418,1.180461174,1.135141461,0.949346076,0.882139771,0.909897,0.851378305,0.860341986,0.862944479,,,,,,,,,,,0.268763501,0.29227169,0.264810237,0.337284357,0.297677228,0.290850277,0.275737043,0.274789045,0.299909669,0.31623018,0.332168625,0.29059524,0.289107982,0.282447212,0.314551127
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.043016021,1.904597833,1.811931244,1.827560863,,2.012508165,2.208528111,2.833734041,2.663010614,2.461287193,2.675084382,2.834149898,2.646910502,1.561818974,1.378559449,1.26759042,1.344646857,1.198629931,1.513315828,1.347224211,1.16175186,1.064435453,1.170424648,1.093391246,1.043131294,0.909640992,1.097490432,1.092304713,1.072711161,0.919722948,0.840563015,0.824025686,0.873538165,0.767771222,0.678078037,0.597990986,
Bosnia and Herzegovina,BIH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.85332285,20.69999851,20.70000031,17.51804573,15.96041002,13.26299203,8.903610232,8.867656188,8.274292743,7.341323681,8.869999827,8.297370379,8.054288694,7.704953273,7.20726994,7.076599733,6.796760081,6.757745777,6.13767227,6.841390006,5.951059096,6.238163739,6.369381022,5.601857227,5.885436755,5.603093539,6.204639347
Belarus,BLR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94688222,22.22222222,22.82608696,17.15736041,13.58961389,15.76649671,15.0985983,13.41793201,12.06176361,12.70055756,12.09682717,10.35042974,10.12843222,8.635627708,8.850251441,8.518590809,8.578727592,8.303169959,8.666253694,8.131391577,8.891519589,8.001757555,8.131052249,6.809122268,7.302994927,6.283296561,6.895280624,7.565802538,6.590107726,6.794668828,6.829313089
Belize,BLZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,28.98019076,28.06324111,22.87525437,22.39133379,19.03351181,18.59159983,17.72873329,17.36599226,17.84303972,19.04656775,18.11017992,17.29126667,17.25413934,15.86486576,15.39380148,14.55070538,14.57864839,15.42674535,15.28951174,14.92995203,14.27471391,15.06477482,14.64928935,13.15637931,12.79468625,14.59837035,14.42144336,13.47546906,12.81684568,11.70386218,11.11658764,11.24617717,11.6630929,11.65044723,13.42559225,13.7116806,13.72311123,12.92576235,11.09900865,11.19990606,9.557799657,8.967970726,9.11863596
Bermuda,BMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799999258,0.799999454,0.69999885,0.699999068,0.668952155,0.69232761,0.795458124,0.821851058,0.844158465,0.801641532,,,,,0.286094289,0.312941026,0.281396535,0.328283344,0.211116703,0.227889497,0.307018453,0.274700811,0.23503913,0.219090759,
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,19.50835954,19.84480639,19.25239234,20.12108262,21.24637129,20.84459038,20.6138987,20.17776126,18.49551874,18.05010531,17.11711712,17.36111111,16.20111732,19.42675159,21.54339174,19.01563632,16.9376331,16.38786331,15.73538476,15.2631428,15.35359787,15.54209756,14.40420249,14.64796411,15.24428595,14.85929937,14.18467931,14.91825951,12.62543215,13.25799236,12.96581268,13.25565282,12.95511869,13.42723687,13.3223838,11.7927212,10.93754787,10.01115609,10.44240446,11.1524078,10.3899057,9.769585882,9.812161915,9.966979477,9.740217538,10.23949411,11.17187542,11.58933594,11.48192415,12.22175758,
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.66699849,17.09534431,15.53459711,15.12565083,15.83825537,16.67442037,13.31532909,13.0130974,11.82646565,11.07606353,10.37361964,11.01418061,11.0689556,11.44585877,11.22900468,10.68267745,11.45468906,12.93083761,10.27660172,9.899895451,9.949928017,9.63639087,8.062764759,9.826202138,10.44830208,10.50376319,9.930011935,9.008941598,9.142345598,8.441587385,6.873300859,6.788806688,6.779952159,6.563569585,8.536411053,5.011666465,4.768411211,4.685047029,4.750044784,4.64598154,4.750459976,4.801043016,5.475274893,6.167184386,5.665311576,4.651168823,4.370043778,4.416915436,4.567851183,4.476773992,4.115756488,4.34203512,4.168328224,4.506904938,4.325610539,4.319132751,4.891353587,4.600591696,4.420399304,4.401763235,5.905569345
Barbados,BRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,11.50668172,8.792197637,9.229922239,8.246291642,8.143588222,7.475442043,5.751004016,5.211448099,5.454545455,5.138427464,4.867724868,4.702858978,5.005834306,4.742183214,3.722428748,3.44452681,3.457185039,3.436382218,3.219277108,2.440489947,3.202511774,3.334034497,2.672636816,1.994352277,2.33451238,1.995424089,2.118186283,1.889586351,1.978501324,1.643199303,1.586595104,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,1.33781821,1.335547213,1.10918347,1.017318066,1.08715347,0.902068196,0.634854457,0.693804542,0.843789381,0.984748704,1.065873459,1.212543374,1.927720227,1.930734886,2.216148334,0.961563596,0.966141671,1.022053167,0.965209098,1.077333434,1.198708954,1.161527571,1.122112852,1.227343527,1.410283186,1.234980121,1.024413492,1.134567236,1.093569608,1.222196519,1.127453453,0.946593335,0.706141843,0.689655172,0.635849769,0.908956973,0.733012306,0.575033258,0.655398677,0.684659216,0.862737495,1.102486219,1.203633477,1.086449483,1.017623081,0.986055102,1.193173902
Bhutan,BTN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,39.82935286,37.61807283,38.33846723,38.10902579,38.46886328,39.48620121,38.28657562,33.01187336,34.84718631,32.41395808,31.61073411,30.16669159,30.49299525,28.59046256,30.39006234,27.84782989,27.17742711,27.29147898,25.83867751,24.13997485,24.26719528,23.16665735,23.20139292,22.13682064,21.72993982,20.1999745,19.36481125,16.73711163,16.38094021,16.19035357,14.78303646,14.29555259,13.9639785,14.09121578,14.51444853,14.43686801,14.39462373,15.03361881,15.99124824,15.81602193,
Botswana,BWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,43.2229603,41.92589506,40.67604614,39.7267916,38.57224696,33.84146341,39.29539295,41.2608949,43.68421053,38.70387039,32.99492386,32.9845815,33.00550747,33.07760401,31.78648714,27.5461641,24.66769706,22.6035503,18.43746804,14.47171506,12.7038991,12.3706177,10.27223578,7.971380799,6.89302008,5.921874632,5.286789713,6.244885589,5.631953348,4.696992862,4.526150858,4.376895524,4.632785011,4.521192563,3.756143634,4.637720944,3.690994049,3.542705617,3.166864256,2.990765494,2.794699789,2.59029062,2.425615993,2.722386955,2.25958535,1.828380524,2.048364708,2.240732656,2.526018242,2.819081868,2.488037862,2.51091768,2.69526989,2.29859284,2.087733105,2.201069918,2.049740906,1.989850706,1.993178394,1.946982904,2.143995541
Central African Republic,CAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.33386816,37.3635796,37.56902278,36.81416647,32.25890625,33.98562172,31.52738103,31.91899149,32.79017123,31.24133151,31.49073746,33.91783757
Canada,CAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.139497957,2.16737424,2.196212585,2.091653007,2.117890672,1.987623221,2.053091392,2.167813111,1.880311458,1.701018459,1.587160732,1.768273548,1.549893275,1.493236081,1.765664466,1.811345744,1.894231512,1.586548077,1.869835946,1.862225893,1.889994632,,,
Central Europe and the Baltics,CEB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285236282,7.051685327,6.961699644,5.931162583,5.212077862,4.794056186,5.124672552,4.500355943,4.34505107,4.73826249,3.852054752,3.57705323,3.333268997,3.291693435,3.066349093,2.985718582,3.47331872,3.206875616,3.411237565,3.259299623,2.903416463,2.915545873,3.047835287,2.773917832,2.733269567,2.731926264
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.107713543,1.978570194,1.809351194,1.655550908,1.519239406,1.397567459,1.21841098,1.243783863,1.170302098,1.089984083,1.0515353,0.918859732,0.931026266,0.834713711,0.931268101,0.814219929,0.749619506,0.768781408,0.779362225,0.717347053,0.657905124,0.670935894,0.629370356,0.656479393,0.701291962,0.619280783,0.650721667,0.623019115,0.635024356,0.630510509,0.689423075
Channel Islands,CHI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.50410317,10.1022751,9.201911166,7.937608319,8.560548363,8.847345253,9.265601218,8.606845622,7.676366097,6.85995831,6.781348751,8.102127123,8.303090524,6.664265884,5.688918351,6.582943035,8.438811381,9.830571211,7.600799633,7.268811729,7.224721702,6.464607459,6.28802554,5.887562367,7.146472304,7.468744962,8.569613615,8.793614703,8.481755034,8.304970172,8.236522314,9.256215148,9.205793076,8.033661574,7.502211362,7.003034156,5.44562552,5.437201213,5.704290844,5.636934159,5.377918724,4.408927792,4.435255293,4.455067681,4.06381132,4.13388036,3.87711014,3.7105011,3.710723945,3.741181593,3.615889645,3.671206594,3.304780976,3.381868051,3.731747714,3.63888345,3.991871502,3.980306434,3.545663582,3.610879391,3.862609226
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.1752942,35.79485515,38.98640509,39.85420171,38.02979795,37.54901961,37.17901202,39.80604169,41.6432544,37.5191112,34.79843839,33.63181245,32.41654913,32.92576736,33.42645967,31.95262379,32.35963327,28.99076923,27.68541782,30.7032787,29.63393836,31.31558121,32.7857031,32.56812238,31.53969556,27.93435752,26.63849653,26.32089964,25.23768653,24.61155196,26.58430812,24.03406738,21.32886137,19.3074684,19.47428273,19.59651961,19.32548555,17.89527674,17.15903476,16.06478847,14.67624166,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.24616576,10.16904785,9.636185514,9.325176941,9.177653795,9.11371387,8.942893962,8.643491396,8.387014882,8.057287535,7.463565017,7.043020253,7.143691248,7.653066548
Cote d'Ivoire,CIV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,47.90792295,46.40683488,45.90405268,44.16710415,39.80135978,39.6184607,37.44038089,34.75976223,35.56115871,33.56880415,31.86676514,30.88032896,29.80047164,31.04990114,25.46684645,28.24445816,24.4793521,24.2658516,25.88063721,26.40238586,25.88027326,26.53399835,24.12531339,21.88195713,24.13447098,26.53757892,28.4615445,29.18235257,32.03932189,32.71644011,32.49842767,33.29394293,34.00968692,28.21520627,25.26363051,24.7276058,24.60262093,23.31943262,24.17700335,23.2029349,24.98911571,25.92645228,27.27005039,28.78085502,23.58975972,22.59324627,22.62521288,21.99480637,22.67704581,21.20021808,24.52942756,26.69084941,22.1902512,20.97862591,21.05143674,18.36220725,19.74037037,18.73748665,20.54857036,20.67122108,
Cameroon,CMR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,32.73182909,31.85079416,31.13330046,31.5057857,30.72351081,31.36392018,31.00412862,31.96496947,30.7928263,29.53976576,29.11971329,27.61010709,33.64508248,31.35335451,30.82360287,28.67678483,27.1765767,27.0057545,23.19327904,21.97183072,20.59052903,21.62962795,23.98643534,23.9424312,25.50675999,23.99487034,24.25902647,26.57966518,15.16246038,16.89470688,17.8661971,17.68849565,18.18009709,17.59254742,18.32351037,16.73646394,17.4293321,16.45167769,15.90761058,15.54837008,14.08356658,13.24024055,13.17893793,13.0957245,13.65706094,14.067657,13.47965227,13.72152458,13.89889921,14.22619681,14.77247235,14.54303727,14.37221482,14.42310618,14.50766354,15.18103903
"Congo, Dem. Rep.",COD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54402804,56.54398926,33.26198154,47.50000059,46.49996743,52.36616493,31.97235827,32.87090402,26.58377932,26.05383881,23.87935949,21.57938225,21.21006065,21.6022053,22.61867976,23.6746667,21.42849112,20.91707601,20.44106071,19.31666763,18.56251731,18.3703885,18.59975364,19.7026975,19.18452613,19.96523389,20.33338435
"Congo, Rep.",COG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.60046332,20.49180087,19.80472225,20.95408198,21.10970788,19.13580059,19.18819188,19.8630171,19.61414791,17.70683176,17.89473684,17.13640909,16.42512077,15.72847682,15.11710433,14.47688564,13.47753744,15.42553191,16.03630862,14.31372549,11.68146781,7.882591841,7.85915493,7.582582583,6.91704747,7.447436135,12.08970312,11.93728588,13.8670698,12.9345403,12.86089239,11.31780929,11.52756311,11.24851993,10.31393786,10.4525658,8.986689236,9.139190086,10.95556908,8.355757952,5.304252999,5.799931651,6.261580123,6.275223939,5.509406303,6.104237867,4.813146418,4.919811081,4.248150972,5.279933275,4.038534521,3.983936192,3.798774923,4.260083078,4.547214356,5.936442719,7.045108873,7.362309476,6.895347811,7.679694463,8.998091543
